Entry,Ligand_SMILES,Substrate_SMILES,Yield,tokenized_ligand,tokenized_substrate
121,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,84.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
122,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,54.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
123,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,34.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
124,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,96.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
125,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,CC(C1=CC=CC=C1)=O,48.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,C C ( C 1 = C C = C C = C 1 ) = O
126,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1=CC=CC=C1)C(F)(F)F,88.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
127,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1CCCCC1)C2=CC=CC=C2,53.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
128,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C1CCCC2=CC=CC=C21,22.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
129,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C1CCC2=CC=CC=C2C1,98.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
130,CC(C=C1)=CC=C1P(C2=CC=C(C)C=C2)C3=CC=C(C)C=C3,O=C(C1CCCCC1)C2CCCCC2,3.0,C C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( C ) C = C 2 ) C 3 = C C = C ( C ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
131,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,92.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
132,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,68.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
133,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,45.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
134,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,94.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
135,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,CC(C1=CC=CC=C1)=O,55.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,C C ( C 1 = C C = C C = C 1 ) = O
136,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1=CC=CC=C1)C(F)(F)F,89.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
137,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1CCCCC1)C2=CC=CC=C2,58.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
138,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C1CCCC2=CC=CC=C21,34.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
139,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C1CCC2=CC=CC=C2C1,95.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
140,CC1=CC(P(C2=CC=CC(C)=C2)C3=CC=CC(C)=C3)=CC=C1,O=C(C1CCCCC1)C2CCCCC2,6.0,C C 1 = C C ( P ( C 2 = C C = C C ( C ) = C 2 ) C 3 = C C = C C ( C ) = C 3 ) = C C = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
141,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,4.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
142,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,2.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
143,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,0.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
144,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,0.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
145,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,CC(C1=CC=CC=C1)=O,0.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,C C ( C 1 = C C = C C = C 1 ) = O
146,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1=CC=CC=C1)C(F)(F)F,14.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
147,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1CCCCC1)C2=CC=CC=C2,1.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
148,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C1CCCC2=CC=CC=C21,2.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
149,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C1CCC2=CC=CC=C2C1,7.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
150,CC(C=CC=C1)=C1P(C2=CC=CC=C2C)C3=C(C)C=CC=C3,O=C(C1CCCCC1)C2CCCCC2,0.0,C C ( C = C C = C 1 ) = C 1 P ( C 2 = C C = C C = C 2 C ) C 3 = C ( C ) C = C C = C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
151,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1=CC=CC=C1)C2=CC=CC=C2,97.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
152,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,76.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
153,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,58.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
154,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,94.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
155,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,CC(C1=CC=CC=C1)=O,73.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,C C ( C 1 = C C = C C = C 1 ) = O
156,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1=CC=CC=C1)C(F)(F)F,87.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
157,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1CCCCC1)C2=CC=CC=C2,63.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
158,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C1CCCC2=CC=CC=C21,42.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C 1 C C C C 2 = C C = C C = C 2 1
159,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C1CCC2=CC=CC=C2C1,91.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C 1 C C C 2 = C C = C C = C 2 C 1
160,CC1=CC(C)=CC(P(C2=CC(C)=CC(C)=C2)C3=CC(C)=CC(C)=C3)=C1,O=C(C1CCCCC1)C2CCCCC2,9.0,C C 1 = C C ( C ) = C C ( P ( C 2 = C C ( C ) = C C ( C ) = C 2 ) C 3 = C C ( C ) = C C ( C ) = C 3 ) = C 1,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
161,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,82.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
162,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,64.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
163,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,33.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
164,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,98.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
165,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,CC(C1=CC=CC=C1)=O,56.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,C C ( C 1 = C C = C C = C 1 ) = O
166,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1=CC=CC=C1)C(F)(F)F,85.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
167,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1CCCCC1)C2=CC=CC=C2,49.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
168,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C1CCCC2=CC=CC=C21,24.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
169,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C1CCC2=CC=CC=C2C1,99.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
170,COC(C=C1)=CC=C1P(C2=CC=C(OC)C=C2)C3=CC=C(OC)C=C3,O=C(C1CCCCC1)C2CCCCC2,2.0,C O C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( O C ) C = C 2 ) C 3 = C C = C ( O C ) C = C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
171,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,18.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
172,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,11.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
173,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,12.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
174,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,24.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
175,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,CC(C1=CC=CC=C1)=O,15.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,C C ( C 1 = C C = C C = C 1 ) = O
176,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1=CC=CC=C1)C(F)(F)F,90.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
177,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1CCCCC1)C2=CC=CC=C2,5.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
178,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C1CCCC2=CC=CC=C21,5.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C 1 C C C C 2 = C C = C C = C 2 1
179,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C1CCC2=CC=CC=C2C1,78.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C 1 C C C 2 = C C = C C = C 2 C 1
180,COC(C=CC=C1)=C1P(C2=C(OC)C=CC=C2)C3=C(OC)C=CC=C3,O=C(C1CCCCC1)C2CCCCC2,0.0,C O C ( C = C C = C 1 ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 ) C 3 = C ( O C ) C = C C = C 3,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
181,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1=CC=CC=C1)C2=CC=CC=C2,8.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
182,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,6.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
183,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,5.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
184,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,6.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
185,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,CC(C1=CC=CC=C1)=O,6.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,C C ( C 1 = C C = C C = C 1 ) = O
186,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1=CC=CC=C1)C(F)(F)F,63.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 = C C = C C = C 1 ) C ( F ) ( F ) F
187,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1CCCCC1)C2=CC=CC=C2,2.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 C C C C C 1 ) C 2 = C C = C C = C 2
188,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C1CCCC2=CC=CC=C21,3.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C 1 C C C C 2 = C C = C C = C 2 1
189,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C1CCC2=CC=CC=C2C1,45.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C 1 C C C 2 = C C = C C = C 2 C 1
190,COC(C=CC=C1OC)=C1P(C2=C(OC)C=CC=C2OC)C3=C(OC)C=CC=C3OC,O=C(C1CCCCC1)C2CCCCC2,0.0,C O C ( C = C C = C 1 O C ) = C 1 P ( C 2 = C ( O C ) C = C C = C 2 O C ) C 3 = C ( O C ) C = C C = C 3 O C,O = C ( C 1 C C C C C 1 ) C 2 C C C C C 2
191,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1=CC=CC=C1)C2=CC=CC=C2,99.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 = C C = C C = C 1 ) C 2 = C C = C C = C 2
192,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1=CC=C(C)C=C1)C2=CC=C(C)C=C2,76.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 = C C = C ( C ) C = C 1 ) C 2 = C C = C ( C ) C = C 2
193,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1=CC=C(C=C1)OC)C2=CC=C(C=C2)OC,42.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 = C C = C ( C = C 1 ) O C ) C 2 = C C = C ( C = C 2 ) O C
194,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,O=C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2,95.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,O = C ( C 1 = C C = C ( F ) C = C 1 ) C 2 = C C = C ( F ) C = C 2
195,FC(C=C1)=CC=C1P(C2=CC=C(F)C=C2)C3=CC=C(F)C=C3,CC(C1=CC=CC=C1)=O,48.0,F C ( C = C 1 ) = C C = C 1 P ( C 2 = C C = C ( F ) C = C 2 ) C 3 = C C = C ( F ) C = C 3,C C ( C 1 = C C = C C = C 1 ) = O
